,labels,predictions,predicted_label
0,1,0.7272727272727273,True
1,1,0.7272727272727273,True
2,1,0.18181818181818182,False
3,1,0.45454545454545453,False
4,1,0.36363636363636365,False
5,1,0.6363636363636364,True
6,1,0.8181818181818182,True
7,1,0.5454545454545454,False
8,1,0.5454545454545454,False
9,1,0.6363636363636364,True
10,1,0.9090909090909091,True
11,1,0.7272727272727273,True
12,1,0.45454545454545453,False
13,1,0.9090909090909091,True
14,1,0.36363636363636365,False
15,1,0.7272727272727273,True
16,1,0.5454545454545454,False
17,1,0.36363636363636365,False
18,1,0.6363636363636364,True
19,1,0.5454545454545454,False
20,1,0.36363636363636365,False
21,1,0.45454545454545453,False
22,1,0.6363636363636364,True
23,1,0.6363636363636364,True
24,1,0.8181818181818182,True
25,1,0.6363636363636364,True
26,1,0.7272727272727273,True
27,1,0.8181818181818182,True
28,1,0.9090909090909091,True
29,1,0.7272727272727273,True
30,1,0.7272727272727273,True
31,1,0.6363636363636364,True
32,1,0.7272727272727273,True
33,1,0.8181818181818182,True
34,1,0.8181818181818182,True
35,1,0.6363636363636364,True
36,1,0.7272727272727273,True
37,1,0.6363636363636364,True
38,1,0.7272727272727273,True
39,1,1.0,True
40,1,0.8181818181818182,True
41,1,0.8181818181818182,True
42,1,0.9090909090909091,True
43,1,0.6363636363636364,True
44,1,0.8181818181818182,True
45,1,0.09090909090909091,False
46,1,0.09090909090909091,False
47,1,1.0,True
48,1,0.5454545454545454,False
49,1,0.7272727272727273,True
50,1,0.9090909090909091,True
51,1,0.9090909090909091,True
52,1,0.0,False
53,1,0.6363636363636364,True
54,1,0.8181818181818182,True
55,1,0.7272727272727273,True
56,1,0.7272727272727273,True
57,1,0.7272727272727273,True
58,1,0.8181818181818182,True
59,1,0.7272727272727273,True
60,1,0.6363636363636364,True
61,1,0.7272727272727273,True
62,1,0.6363636363636364,True
63,1,0.6363636363636364,True
64,1,0.0,False
65,1,0.9090909090909091,True
66,1,1.0,True
67,1,0.8181818181818182,True
68,1,0.8181818181818182,True
69,1,0.9090909090909091,True
70,1,0.7272727272727273,True
71,1,0.7272727272727273,True
72,1,0.45454545454545453,False
73,1,1.0,True
74,1,0.8181818181818182,True
75,1,0.0,False
76,1,0.6363636363636364,True
77,1,0.7272727272727273,True
78,1,0.8181818181818182,True
79,1,0.7272727272727273,True
80,1,0.09090909090909091,False
81,1,0.9090909090909091,True
82,1,0.7272727272727273,True
83,1,0.9090909090909091,True
84,1,0.9090909090909091,True
85,1,0.8181818181818182,True
86,1,0.7272727272727273,True
87,1,0.7272727272727273,True
88,1,0.9090909090909091,True
89,1,0.5454545454545454,False
90,1,0.8181818181818182,True
91,1,0.8181818181818182,True
92,1,0.2727272727272727,False
93,1,0.9090909090909091,True
94,1,0.7272727272727273,True
95,1,0.6363636363636364,True
96,1,0.6363636363636364,True
97,1,0.8181818181818182,True
98,1,0.8181818181818182,True
99,1,0.9090909090909091,True
100,1,0.9090909090909091,True
101,1,0.2727272727272727,False
102,1,0.8181818181818182,True
103,1,0.8181818181818182,True
104,1,0.8181818181818182,True
105,1,0.7272727272727273,True
106,1,0.7272727272727273,True
107,1,0.7272727272727273,True
108,1,0.8181818181818182,True
109,1,0.36363636363636365,False
110,1,0.7272727272727273,True
111,1,0.2727272727272727,False
112,1,0.6363636363636364,True
113,1,0.5454545454545454,False
114,1,0.7272727272727273,True
115,1,0.9090909090909091,True
116,1,0.8181818181818182,True
117,1,0.7272727272727273,True
118,1,0.2727272727272727,False
119,1,1.0,True
120,1,0.9090909090909091,True
121,1,0.8181818181818182,True
122,1,1.0,True
123,1,0.6363636363636364,True
124,1,0.5454545454545454,False
125,1,0.5454545454545454,False
126,1,0.36363636363636365,False
127,1,0.8181818181818182,True
128,1,0.8181818181818182,True
129,1,0.6363636363636364,True
130,1,0.6363636363636364,True
131,1,0.45454545454545453,False
132,1,0.9090909090909091,True
133,1,0.5454545454545454,False
134,1,0.7272727272727273,True
135,1,0.7272727272727273,True
136,1,0.6363636363636364,True
137,1,0.6363636363636364,True
138,1,1.0,True
139,1,0.9090909090909091,True
140,1,0.6363636363636364,True
141,1,0.45454545454545453,False
142,1,0.36363636363636365,False
143,1,0.18181818181818182,False
144,1,0.36363636363636365,False
145,1,0.7272727272727273,True
146,1,0.9090909090909091,True
147,1,0.7272727272727273,True
148,1,0.7272727272727273,True
149,1,0.36363636363636365,False
150,1,1.0,True
151,1,0.6363636363636364,True
152,1,0.6363636363636364,True
153,1,0.8181818181818182,True
154,1,0.7272727272727273,True
155,1,0.6363636363636364,True
156,1,0.09090909090909091,False
157,1,0.8181818181818182,True
158,1,0.9090909090909091,True
159,1,0.8181818181818182,True
160,1,0.7272727272727273,True
161,1,0.7272727272727273,True
162,1,0.45454545454545453,False
163,1,0.09090909090909091,False
164,1,1.0,True
165,1,0.6363636363636364,True
166,1,0.5454545454545454,False
167,1,0.9090909090909091,True
168,1,0.7272727272727273,True
169,1,0.7272727272727273,True
170,1,0.6363636363636364,True
171,1,0.2727272727272727,False
172,1,0.8181818181818182,True
173,1,0.6363636363636364,True
174,1,1.0,True
175,1,0.0,False
176,1,0.7272727272727273,True
177,1,0.18181818181818182,False
178,1,0.45454545454545453,False
179,1,0.8181818181818182,True
180,1,0.8181818181818182,True
181,1,0.5454545454545454,False
182,1,0.7272727272727273,True
183,1,0.9090909090909091,True
184,1,0.7272727272727273,True
185,1,0.45454545454545453,False
186,1,0.7272727272727273,True
187,1,0.8181818181818182,True
188,1,0.6363636363636364,True
189,1,0.6363636363636364,True
190,1,0.6363636363636364,True
191,1,0.6363636363636364,True
192,1,0.6363636363636364,True
193,1,0.7272727272727273,True
194,1,0.6363636363636364,True
195,1,0.8181818181818182,True
196,1,0.7272727272727273,True
197,1,0.8181818181818182,True
198,1,0.6363636363636364,True
199,1,0.6363636363636364,True
200,1,0.8181818181818182,True
201,1,0.6363636363636364,True
202,1,0.6363636363636364,True
203,1,0.8181818181818182,True
204,1,0.7272727272727273,True
205,1,0.45454545454545453,False
206,1,0.7272727272727273,True
207,1,0.45454545454545453,False
208,1,0.8181818181818182,True
209,1,0.18181818181818182,False
210,1,0.9090909090909091,True
211,1,0.7272727272727273,True
212,1,0.6363636363636364,True
213,1,0.9090909090909091,True
214,1,0.9090909090909091,True
215,1,0.9090909090909091,True
216,1,0.9090909090909091,True
217,1,0.8181818181818182,True
218,1,1.0,True
219,1,0.9090909090909091,True
220,1,0.8181818181818182,True
221,1,0.7272727272727273,True
222,1,0.5454545454545454,False
223,1,0.8181818181818182,True
224,1,0.8181818181818182,True
225,1,0.7272727272727273,True
226,1,0.9090909090909091,True
227,1,0.7272727272727273,True
228,1,0.8181818181818182,True
229,1,0.9090909090909091,True
230,1,0.7272727272727273,True
231,1,0.8181818181818182,True
232,1,0.7272727272727273,True
233,1,0.09090909090909091,False
234,1,0.9090909090909091,True
235,1,0.7272727272727273,True
236,1,0.9090909090909091,True
237,1,0.8181818181818182,True
238,1,0.18181818181818182,False
239,1,0.7272727272727273,True
240,1,0.7272727272727273,True
241,1,0.9090909090909091,True
242,1,0.7272727272727273,True
243,1,0.6363636363636364,True
244,1,0.6363636363636364,True
245,1,0.8181818181818182,True
246,1,0.6363636363636364,True
247,1,0.7272727272727273,True
248,1,0.7272727272727273,True
249,1,0.9090909090909091,True
250,1,0.7272727272727273,True
251,1,1.0,True
252,1,0.6363636363636364,True
253,1,0.36363636363636365,False
254,1,1.0,True
255,1,0.7272727272727273,True
256,1,0.6363636363636364,True
257,1,0.8181818181818182,True
258,1,0.7272727272727273,True
259,1,0.2727272727272727,False
260,1,0.7272727272727273,True
261,1,0.7272727272727273,True
262,1,0.7272727272727273,True
263,1,0.8181818181818182,True
264,1,0.6363636363636364,True
265,1,0.6363636363636364,True
266,1,0.7272727272727273,True
267,1,0.7272727272727273,True
268,1,0.7272727272727273,True
269,1,0.7272727272727273,True
270,1,0.45454545454545453,False
271,1,0.8181818181818182,True
272,1,0.8181818181818182,True
273,1,0.8181818181818182,True
274,1,0.6363636363636364,True
275,1,0.6363636363636364,True
276,1,0.8181818181818182,True
277,1,0.8181818181818182,True
278,1,0.7272727272727273,True
279,1,0.8181818181818182,True
280,1,0.36363636363636365,False
281,1,0.7272727272727273,True
282,1,0.7272727272727273,True
283,1,0.2727272727272727,False
284,1,0.7272727272727273,True
285,1,0.9090909090909091,True
286,1,0.6363636363636364,True
287,1,0.7272727272727273,True
288,1,0.45454545454545453,False
289,1,0.2727272727272727,False
290,1,0.9090909090909091,True
291,1,0.8181818181818182,True
292,1,0.6363636363636364,True
293,1,0.09090909090909091,False
294,1,0.8181818181818182,True
295,1,0.2727272727272727,False
296,1,1.0,True
297,1,0.6363636363636364,True
298,1,0.7272727272727273,True
299,1,0.6363636363636364,True
300,1,0.8181818181818182,True
301,1,0.7272727272727273,True
302,1,0.45454545454545453,False
303,1,0.9090909090909091,True
304,1,0.5454545454545454,False
305,1,0.8181818181818182,True
306,1,0.8181818181818182,True
307,1,0.5454545454545454,False
308,1,0.8181818181818182,True
309,1,0.2727272727272727,False
310,1,0.09090909090909091,False
311,1,0.9090909090909091,True
312,1,1.0,True
313,1,0.18181818181818182,False
314,1,0.6363636363636364,True
315,1,0.5454545454545454,False
316,1,0.8181818181818182,True
317,1,0.45454545454545453,False
318,1,0.9090909090909091,True
319,1,0.8181818181818182,True
320,1,0.5454545454545454,False
321,1,0.5454545454545454,False
322,1,0.7272727272727273,True
323,1,0.6363636363636364,True
324,1,0.36363636363636365,False
325,1,0.7272727272727273,True
326,1,0.8181818181818182,True
327,1,0.2727272727272727,False
328,1,0.09090909090909091,False
329,1,0.6363636363636364,True
330,1,0.36363636363636365,False
331,1,1.0,True
332,1,0.5454545454545454,False
333,1,0.8181818181818182,True
334,1,1.0,True
335,1,0.9090909090909091,True
336,1,0.36363636363636365,False
337,1,1.0,True
