,labels,predictions,predicted_label
0,1,0.44,False
1,1,0.48,False
2,1,0.44,False
3,1,0.48,False
4,1,0.4,False
5,1,0.6,False
6,1,0.64,True
7,1,0.6,False
8,1,0.88,True
9,1,0.8,True
10,1,0.56,False
11,1,0.84,True
12,1,0.2,False
13,1,0.76,True
14,1,0.8,True
15,1,0.64,True
16,1,0.64,True
17,1,0.72,True
18,1,0.84,True
19,1,0.8,True
20,1,0.64,True
21,1,0.72,True
22,1,0.84,True
23,1,0.88,True
24,1,0.64,True
25,1,0.6,False
26,1,0.84,True
27,1,0.88,True
28,1,0.72,True
29,1,0.8,True
30,1,0.84,True
31,1,0.76,True
32,1,0.88,True
33,1,0.8,True
34,1,0.88,True
35,1,0.8,True
36,1,0.88,True
37,1,0.84,True
38,1,0.92,True
39,1,0.8,True
40,1,0.72,True
41,1,0.72,True
42,1,0.76,True
43,1,0.76,True
44,1,0.64,True
45,1,0.8,True
46,1,0.76,True
47,1,0.24,False
48,1,0.2,False
49,1,0.24,False
50,1,0.08,False
51,1,0.76,True
52,1,0.88,True
53,1,0.8,True
54,1,1.0,True
55,1,0.28,False
56,1,0.76,True
57,1,0.24,False
58,1,0.8,True
59,1,0.92,True
60,1,0.88,True
61,1,0.88,True
62,1,0.76,True
63,1,0.84,True
64,1,0.96,True
65,1,0.84,True
66,1,0.12,False
67,1,0.84,True
68,1,0.76,True
69,1,0.84,True
70,1,0.8,True
71,1,0.76,True
72,1,0.92,True
73,1,0.76,True
74,1,0.84,True
75,1,0.8,True
76,1,0.8,True
77,1,0.88,True
78,1,0.76,True
79,1,0.92,True
80,1,0.72,True
81,1,0.8,True
82,1,0.68,True
83,1,0.84,True
84,1,0.6,False
85,1,0.08,False
86,1,0.92,True
87,1,0.84,True
88,1,0.72,True
89,1,0.72,True
90,1,0.72,True
91,1,0.76,True
92,1,0.6,False
93,1,0.8,True
94,1,0.72,True
95,1,0.16,False
96,1,0.84,True
97,1,0.16,False
98,1,0.76,True
99,1,0.88,True
100,1,0.12,False
101,1,0.76,True
102,1,0.84,True
103,1,0.72,True
104,1,0.76,True
105,1,0.8,True
106,1,0.8,True
107,1,0.84,True
108,1,0.24,False
109,1,0.72,True
110,1,0.8,True
111,1,0.84,True
112,1,0.84,True
113,1,0.12,False
114,1,0.72,True
115,1,0.84,True
116,1,0.8,True
117,1,0.68,True
118,1,0.56,False
119,1,0.84,True
120,1,0.8,True
121,1,1.0,True
122,1,0.96,True
123,1,0.64,True
124,1,0.84,True
125,1,0.8,True
126,1,0.88,True
127,1,0.8,True
128,1,0.72,True
129,1,0.24,False
130,1,0.84,True
131,1,0.84,True
132,1,0.84,True
133,1,0.76,True
134,1,0.76,True
135,1,0.6,False
136,1,0.8,True
137,1,0.84,True
138,1,0.8,True
139,1,0.76,True
140,1,0.68,True
141,1,0.24,False
142,1,0.76,True
143,1,0.16,False
144,1,0.76,True
145,1,0.92,True
146,1,0.72,True
147,1,0.68,True
148,1,0.8,True
149,1,0.6,False
150,1,0.2,False
151,1,0.64,True
152,1,0.72,True
153,1,0.72,True
154,1,0.8,True
155,1,0.88,True
156,1,0.88,True
157,1,0.68,True
158,1,0.84,True
159,1,0.6,False
160,1,0.84,True
161,1,0.84,True
162,1,0.68,True
163,1,0.8,True
164,1,0.2,False
165,1,0.4,False
166,1,0.72,True
167,1,0.8,True
168,1,0.8,True
169,1,0.32,False
170,1,0.88,True
171,1,0.64,True
172,1,0.16,False
173,1,0.84,True
174,1,0.76,True
175,1,0.84,True
176,1,0.76,True
177,1,0.68,True
178,1,0.24,False
179,1,0.8,True
180,1,0.68,True
181,1,0.16,False
182,1,0.6,False
183,1,0.76,True
184,1,0.72,True
185,1,0.76,True
186,1,0.76,True
187,1,0.68,True
188,1,0.84,True
189,1,0.8,True
190,1,0.6,False
191,1,0.84,True
192,1,0.68,True
193,1,0.84,True
194,1,0.8,True
195,1,0.92,True
196,1,0.64,True
197,1,0.76,True
198,1,0.68,True
199,1,0.72,True
200,1,0.8,True
201,1,0.8,True
202,1,0.68,True
203,1,0.88,True
204,1,0.76,True
205,1,0.8,True
206,1,0.8,True
207,1,0.76,True
208,1,0.84,True
209,1,0.76,True
210,1,0.84,True
211,1,0.04,False
212,1,0.2,False
213,1,0.72,True
214,1,0.68,True
215,1,0.84,True
216,1,0.72,True
217,1,0.76,True
218,1,0.64,True
219,1,0.08,False
220,1,0.88,True
221,1,0.28,False
222,1,0.8,True
223,1,0.88,True
224,1,0.68,True
225,1,0.8,True
226,1,0.76,True
227,1,0.88,True
228,1,0.88,True
229,1,0.84,True
230,1,0.8,True
231,1,0.76,True
232,1,0.76,True
233,1,0.76,True
234,1,0.72,True
235,1,0.76,True
236,1,0.68,True
237,1,0.24,False
238,1,0.16,False
239,1,0.76,True
240,1,0.76,True
241,1,0.72,True
242,1,0.76,True
243,1,0.76,True
244,1,0.76,True
245,1,0.84,True
246,1,0.72,True
247,1,0.76,True
248,1,0.68,True
249,1,0.2,False
250,1,0.8,True
251,1,0.8,True
252,1,0.72,True
253,1,0.76,True
254,1,0.88,True
255,1,0.84,True
256,1,0.88,True
257,1,0.72,True
258,1,0.72,True
259,1,0.6,False
260,1,0.72,True
261,1,0.76,True
262,1,0.88,True
263,1,0.8,True
264,1,0.4,False
265,1,0.72,True
266,1,0.16,False
267,1,0.76,True
268,1,0.72,True
269,1,0.64,True
270,1,0.72,True
271,1,0.8,True
272,1,0.76,True
273,1,0.68,True
274,1,0.84,True
275,1,0.32,False
276,1,0.76,True
277,1,0.8,True
278,1,0.84,True
279,1,0.8,True
280,1,0.8,True
281,1,0.8,True
282,1,0.8,True
283,1,0.76,True
284,1,0.84,True
285,1,0.72,True
286,1,0.76,True
287,1,0.08,False
288,1,0.8,True
289,1,0.36,False
290,1,0.88,True
291,1,0.64,True
292,1,0.64,True
293,1,0.24,False
294,1,0.68,True
295,1,0.52,False
296,1,0.64,True
297,1,0.88,True
298,1,0.6,False
299,1,0.52,False
300,1,0.88,True
301,1,0.84,True
302,1,0.44,False
303,1,0.48,False
304,1,0.96,True
305,1,0.88,True
306,1,0.8,True
307,1,0.4,False
308,1,0.32,False
309,1,0.96,True
310,1,0.72,True
311,1,0.64,True
312,1,0.68,True
313,1,0.48,False
314,1,0.68,True
315,1,0.52,False
